Type of Business,Sub-Category,Name of Business,Website,# of Reviews,Rating,Latest Review Date,Business Address,Phone Number
gyms,Gym,Fortified Fitness,fortifiedfitness.net,49,4.8,15 hours ago,"921 S 2nd St, Renton, WA 98057, United States",+1 425-518-4547
gyms,Gym,Orangetheory Fitness,orangetheory.com,246,4.9,a week ago,"3895 NE 4th St, Renton, WA 98056, United States",+1 425-892-8405
gyms,Personal trainer,Vigor Ground Fitness and Performance,vigorgroundfitness.com,148,5.0,a month ago,"332 Burnett Ave S, Renton, WA 98057, United States",+1 425-276-5721
gyms,Gym,Planet Fitness,planetfitness.com,781,4.0,a day ago,"4613 NE Sunset Blvd, Renton, WA 98059, United States",+1 425-255-5522
gyms,Gym,Anytime Fitness,anytimefitness.com,150,4.1,3 days ago,"64 Rainier Ave S Suite D, Renton, WA 98057, United States",+1 253-487-2044
gyms,Gym,King County Strength & Fitness,kingcountystrength.com,44,4.9,6 months ago,"283 SW 41st St, Renton, WA 98057, United States",+1 206-210-2140
gyms,Fitness center,Wellness Gaines Fitness,wellnessgainesrenton.com,9,5.0,4 days ago,"17110 116th Ave SE Unit A, Renton, WA 98058, United States",+1 206-922-8539
gyms,Gym,APT Health & Fitness,apthfitness.com,30,5.0,3 weeks ago,"319 Main Ave S, Renton, WA 98057, United States",+1 509-594-7178
gyms,Personal trainer,Ignite Fitness with Christine,wordpress.com,14,4.9,3 years ago,"104 Hoquiam Ave NE SE, Renton, WA 98059, United States",+1 206-851-9323
gyms,Gym,24 Hour Fitness,24hourfitness.com,739,3.3,20 hours ago,"1827 Yale Ave, Seattle, WA 98101, United States",+1 206-624-0651
gyms,Fitness center,Seattle Athletic Club,sacdt.com,144,4.4,3 weeks ago,"2020 Western Ave, Seattle, WA 98121, United States",+1 206-443-1111
gyms,Gym,Ampersand Fitness,ampersandfitnessgym.com,209,4.6,2 weeks ago,"504 9th Ave, Seattle, WA 98104, United States",+1 206-462-4308
gyms,Gym,ZUM Fitness,zumfitness.com,90,4.6,3 months ago,"1809 7th Ave suite 200, Seattle, WA 98101, United States",+1 206-443-3933
gyms,Gym,Northwest Strong,nwstrong.com,126,5.0,20 hours ago,"116 Vine St, Seattle, WA 98121, United States",+1 206-590-7278
gyms,Gym,Seattle Strength and Power,facebook.com,26,4.9,a week ago,"1511 3rd Ave, Seattle, WA 98101, United States",+1 206-818-9740
gyms,Fitness center,Cap Hill Fitness,caphillfitness.com,216,5.0,a week ago,"1618 Bellevue Ave, Seattle, WA 98122, United States",+1 206-819-9933
gyms,Gym,Shred415 Seattle,shred415.com,180,4.9,6 days ago,"1823 Minor Ave #101, Seattle, WA 98101, United States",+1 206-268-0273
gyms,Gym,Rain City Fit,raincityfit.com,325,4.7,a week ago,"1516 11th Ave, Seattle, WA 98122, United States",+1 206-258-4935
gyms,Gym,Demco Fitness,demcofitness.com,111,5.0,3 months ago,"2521 4th Ave, Seattle, WA 98121, United States",+1 206-919-7490
gyms,Gym,Ampersand Fitness,ampersandfitnessgym.com,209,4.6,2 weeks ago,"504 9th Ave, Seattle, WA 98104, United States",+1 206-462-4308
gyms,Gym,"Cue CrossFit - Seattle, WA",cuecrossfit.com,131,4.8,2 weeks ago,"902 1st Ave S, Seattle, WA 98134, United States",+1 206-687-1564
gyms,Gym,F45 Training Seattle Central District,f45training.com,270,5.0,16 hours ago,"1801 S Jackson St, Seattle, WA 98144, United States",+1 206-802-1345
gyms,Gym,Shred415 Seattle,shred415.com,180,4.9,6 days ago,"1823 Minor Ave #101, Seattle, WA 98101, United States",+1 206-268-0273
gyms,Fitness center,Seattle Athletic Club,sacdt.com,144,4.4,3 weeks ago,"2020 Western Ave, Seattle, WA 98121, United States",+1 206-443-1111
gyms,Gym,ZUM Fitness,zumfitness.com,90,4.6,3 months ago,"1809 7th Ave suite 200, Seattle, WA 98101, United States",+1 206-443-3933
gyms,Fitness center,Cap Hill Fitness,caphillfitness.com,216,5.0,a week ago,"1618 Bellevue Ave, Seattle, WA 98122, United States",+1 206-819-9933
gyms,Youth organization,Downtown Seattle YMCA,seattleymca.org,331,4.3,16 hours ago,"909 4th Ave, Seattle, WA 98104, United States",+1 206-382-5010
gyms,Gym,24 Hour Fitness,24hourfitness.com,739,3.3,20 hours ago,"1827 Yale Ave, Seattle, WA 98101, United States",+1 206-624-0651
gyms,Gym,Rain City Fit,raincityfit.com,325,4.7,a week ago,"1516 11th Ave, Seattle, WA 98122, United States",+1 206-258-4935
gyms,Gym,Boeing Fitness Center (2-22),No website,39,4.6,3 months ago,"222 16th Ave S, Seattle, WA 98108, United States",+1 206-544-9861
gyms,Gym,777 Strength & Conditioning,777strength.com,43,4.9,a year ago,"1115 S Elizabeth St, Seattle, WA 98108, United States",+1 206-395-3600
gyms,Gym,Urban Playground,seattleurbanplayground.com,62,4.6,a month ago,"4351 15th Ave S, Seattle, WA 98108, United States",+1 360-328-1038
gyms,Fitness center,South Seattle Women's Fitness,southseattlewomensfitness.com,44,5.0,13 hours ago,"6300 Beacon Ave S, Seattle, WA 98108, United States",+1 206-659-1317
gyms,Gym,Planet Fitness,planetfitness.com,974,4.2,4 days ago,"9000 Rainier Ave S, Seattle, WA 98118, United States",+1 206-257-3655
gyms,Personal trainer,Roundbox Fitness,roundboxfitness.com,28,5.0,5 hours ago,"4803 Beacon Ave S, Seattle, WA 98108, United States",+1 425-890-5984
gyms,Personal trainer,Fuerte Fitness,fuertefitness.com,14,5.0,7 months ago,"1321 S Nevada St, Seattle, WA 98108, United States",+1 206-293-1882
gyms,Gym,Emerald City Athletics - Columbia City,emeraldcitygyms.com,733,4.7,13 hours ago,"3785 S Alaska St, Seattle, WA 98118, United States",+1 206-686-3663
gyms,Gym,Ironstone Performance,ironstoneperformance.com,16,5.0,4 months ago,"6601 E Marginal Wy S Suite A, Seattle, WA 98108, United States",+1 206-304-6633
gyms,Gym,Transform 180 Fitness - SLU Gym,transform180training.com,309,4.9,4 days ago,"300 Fairview Ave N, Seattle, WA 98109, United States",+1 206-755-5004
gyms,Gym,Henry's Gymnasium,henrysgymnasium.com,450,4.8,a month ago,"14 Mercer St, Seattle, WA 98109, United States",+1 206-644-0969
gyms,Gym,Flow Fitness,flowfitnessseattle.com,159,4.5,a week ago,"311 Terry Ave N, Seattle, WA 98109, United States",+1 206-621-7246
gyms,Gym,The Seattle Gym,theseattlegym.com,161,4.3,3 weeks ago,"1530 Queen Anne Ave N, Seattle, WA 98109, United States",+1 206-283-2303
gyms,Fitness center,Studio 3 Fitness,studio3fit.com,199,4.8,a week ago,"229 Queen Anne Ave N, Seattle, WA 98109, United States",+1 206-487-3373
gyms,Gym,Pro Fit Training Gym,pftraininggym.com,90,4.7,a month ago,"915 8th Ave N, Seattle, WA 98109, United States",+1 206-284-5555
gyms,Gym,INDUSTRIOUS - South Lake Union,workhardlivefit.com,112,4.8,4 months ago,"231 Dexter Ave N, Seattle, WA 98109, United States",+1 206-420-4793
gyms,Gym,Transform 180 Fitness - Belltown Gym,transform180training.com,228,4.9,3 days ago,"140 4th Ave N Suite 150, Seattle, WA 98109, United States",+1 206-755-5004
gyms,Fitness center,Barry's Seattle,barrys.com,143,4.5,6 days ago,"112 Westlake Ave N, Seattle, WA 98109, United States",+1 206-687-7180
gyms,Gym,PRO Club Seattle,proclub.com,138,4.1,2 weeks ago,"501 Eastlake Ave E, Seattle, WA 98109, United States",+1 206-332-1873
gyms,Fitness center,Seattle Athletic Club,sacdt.com,144,4.4,3 weeks ago,"2020 Western Ave, Seattle, WA 98121, United States",+1 206-443-1111
gyms,Gym,Northwest Strong,nwstrong.com,126,5.0,20 hours ago,"116 Vine St, Seattle, WA 98121, United States",+1 206-590-7278
gyms,Gym,Persistence Athletics,persistenceathletics.com,210,5.0,a month ago,"3025 1st Ave, Seattle, WA 98121, United States",+1 657-444-6697
gyms,Gym,Transform 180 Fitness - Belltown Gym,transform180training.com,228,4.9,3 days ago,"140 4th Ave N Suite 150, Seattle, WA 98109, United States",+1 206-755-5004
gyms,Gym,Demco Fitness,demcofitness.com,111,5.0,3 months ago,"2521 4th Ave, Seattle, WA 98121, United States",+1 206-919-7490
gyms,Gym,24 Hour Fitness,24hourfitness.com,739,3.3,20 hours ago,"1827 Yale Ave, Seattle, WA 98101, United States",+1 206-624-0651
gyms,Gym,Henry's Gymnasium,henrysgymnasium.com,450,4.8,a month ago,"14 Mercer St, Seattle, WA 98109, United States",+1 206-644-0969
gyms,Gym,ZUM Fitness,zumfitness.com,90,4.6,3 months ago,"1809 7th Ave suite 200, Seattle, WA 98101, United States",+1 206-443-3933
gyms,Gym,Belltown Strength & Conditioning,belltownstrength.com,43,4.9,4 months ago,"2315 Western Ave, Seattle, WA 98121, United States",+1 206-607-7556
gyms,Fitness center,CrossFit Felix,crossfitfelix.com,163,4.7,2 weeks ago,"2211 5th Ave, Seattle, WA 98121, United States",+1 206-441-4591
gyms,Gym,Rain City Fit,raincityfit.com,325,4.7,a week ago,"1516 11th Ave, Seattle, WA 98122, United States",+1 206-258-4935
gyms,Fitness center,Cap Hill Fitness,caphillfitness.com,216,5.0,a week ago,"1618 Bellevue Ave, Seattle, WA 98122, United States",+1 206-819-9933
gyms,Gym,Anytime Fitness,anytimefitness.com,162,3.9,5 days ago,"1700 E Madison St, Seattle, WA 98122, United States",+1 206-328-4455
gyms,Gym,Henry's Gymnasium,henrysgymnasium.com,80,4.6,a month ago,"1617 Boylston Ave, Seattle, WA 98122, United States",+1 206-644-7797
gyms,Gym,TRIBE Fitness,tribeseattle.com,219,4.9,2 days ago,"606 Broadway E, Seattle, WA 98102, United States",+1 206-325-0662
gyms,Gym,24 Hour Fitness,24hourfitness.com,739,3.3,20 hours ago,"1827 Yale Ave, Seattle, WA 98101, United States",+1 206-624-0651
gyms,Gym,Ampersand Fitness,ampersandfitnessgym.com,209,4.6,2 weeks ago,"504 9th Ave, Seattle, WA 98104, United States",+1 206-462-4308
gyms,Personal trainer,Local Fit - Capitol Hill Personal Trainers & Fitness Classes,localfitseattle.com,58,5.0,a week ago,"1500 Summit Ave, Seattle, WA 98122, United States",+1 253-354-5182
gyms,Gym,Foundation CrossFit,foundationcrossfit.com,61,4.8,5 months ago,"1415 12th Ave, Seattle, WA 98122, United States",+1 206-299-0225
gyms,Fitness center,West Seattle Health Club,westseattlehc.com,403,4.3,20 hours ago,"2629 SW Andover St, Seattle, WA 98126, United States",+1 206-556-3280
gyms,Physical fitness program,HIIT Lab,hiitlab.com,149,4.9,19 hours ago,"6323 35th Ave SW, Seattle, WA 98126, United States",+1 206-829-6929
gyms,Gym,FITNESS 19,fitness19wa.com,142,4.5,a week ago,"2600 SW Barton St suite b 7, Seattle, WA 98126, United States",+1 206-644-8347
gyms,Gym,Seattle Strength & Performance - West Seattle,seattlesp.com,44,4.9,5 days ago,"2942 SW Avalon Way, Seattle, WA 98126, United States",+1 206-773-2798
gyms,Gym,Loft Fitness,loft-fitness.com,134,4.9,3 weeks ago,"4140 California Ave SW, Seattle, WA 98116, United States",+1 206-971-1883
gyms,Gym,LA Fitness,lafitness.com,873,3.6,a week ago,"3900 SW Alaska St, Seattle, WA 98116, United States",+1 206-582-0888
gyms,Gym,CrossFit West Seattle - gym,crossfitws.com,98,4.8,3 months ago,"4200 SW Admiral Wy, Seattle, WA 98116, United States",+1 206-971-6158
gyms,Gym,Anytime Fitness,anytimefitness.com,114,4.2,2 weeks ago,"2222 California Ave SW, Seattle, WA 98116, United States",+1 206-306-6676
gyms,Personal trainer,Fitness Together,fitnesstogether.com,86,5.0,2 months ago,"4546 California Ave SW Suite 203, Seattle, WA 98116, United States",+1 206-938-7828
gyms,Gym,South Seattle CrossFit,southseattlecrossfit.com,92,4.9,a week ago,"2653 SW Yancy St, Seattle, WA 98126, United States",+1 206-593-3087
gyms,Gym,Athletic Form,athleticform.us,55,4.9,3 months ago,"2946 1st Ave S, Seattle, WA 98134, United States",+1 206-307-2220
gyms,Gym,Ampersand Fitness,ampersandfitnessgym.com,209,4.6,2 weeks ago,"504 9th Ave, Seattle, WA 98104, United States",+1 206-462-4308
gyms,Fitness center,SODO Fitness Mechanics,sodofitness.com,29,5.0,5 months ago,"2920 6th Ave S, Seattle, WA 98134, United States",+1 206-717-5560
gyms,Gym,"Cue CrossFit - Seattle, WA",cuecrossfit.com,131,4.8,2 weeks ago,"902 1st Ave S, Seattle, WA 98134, United States",+1 206-687-1564
gyms,Gym,Innovative Health Gym & Wellness Center,ih-seattle.com,98,4.8,a week ago,"1916 23rd Ave S Ste A, Seattle, WA 98144, United States",+1 206-390-6088
gyms,Gym,Urban Playground,seattleurbanplayground.com,62,4.6,a month ago,"4351 15th Ave S, Seattle, WA 98108, United States",+1 360-328-1038
gyms,Fitness center,West Seattle Health Club,westseattlehc.com,403,4.3,20 hours ago,"2629 SW Andover St, Seattle, WA 98126, United States",+1 206-556-3280
gyms,Gym,Seattle Strength & Performance - West Seattle,seattlesp.com,44,4.9,5 days ago,"2942 SW Avalon Way, Seattle, WA 98126, United States",+1 206-773-2798
gyms,Gym,F45 Training Seattle Central District,f45training.com,270,5.0,16 hours ago,"1801 S Jackson St, Seattle, WA 98144, United States",+1 206-802-1345
gyms,Gym,Loft Fitness,loft-fitness.com,134,4.9,3 weeks ago,"4140 California Ave SW, Seattle, WA 98116, United States",+1 206-971-1883
gyms,Gym,LA Fitness,lafitness.com,873,3.6,a week ago,"3900 SW Alaska St, Seattle, WA 98116, United States",+1 206-582-0888
gyms,Fitness center,INDUSTRIOUS - West Seattle,workhardlivefit.com,25,5.0,a week ago,"4538 California Ave SW, Seattle, WA 98116, United States",+1 509-630-9601
gyms,Personal trainer,Fitness Together,fitnesstogether.com,86,5.0,2 months ago,"4546 California Ave SW Suite 203, Seattle, WA 98116, United States",+1 206-938-7828
gyms,Physical fitness program,HIIT Lab,hiitlab.com,149,4.9,19 hours ago,"6323 35th Ave SW, Seattle, WA 98126, United States",+1 206-829-6929
gyms,Fitness center,West Seattle Health Club,westseattlehc.com,403,4.3,20 hours ago,"2629 SW Andover St, Seattle, WA 98126, United States",+1 206-556-3280
gyms,Gym,FITNESS 19,fitness19wa.com,142,4.5,a week ago,"2600 SW Barton St suite b 7, Seattle, WA 98126, United States",+1 206-644-8347
gyms,Pilates studio,West Seattle Pilates and Fitness,westseattlepilates.com,17,5.0,a month ago,"6521 California Ave SW, Seattle, WA 98136, United States",+1 206-822-5844
gyms,Gym,Orangetheory Fitness,orangetheory.com,164,4.6,a month ago,"4755 Fauntleroy Wy SW #130, Seattle, WA 98116, United States",+1 206-438-9974
gyms,Gym,Fauntleroy YMCA,seattleymca.org,56,4.3,3 months ago,"9140 California Ave SW, Seattle, WA 98136, United States",+1 206-937-1000
gyms,Gym,Innovative Health Gym & Wellness Center,ih-seattle.com,98,4.8,a week ago,"1916 23rd Ave S Ste A, Seattle, WA 98144, United States",+1 206-390-6088
gyms,Gym,F45 Training Seattle Central District,f45training.com,270,5.0,16 hours ago,"1801 S Jackson St, Seattle, WA 98144, United States",+1 206-802-1345
gyms,Women's personal trainer,MBodied Strength,mbodiedstrength.com,76,5.0,a week ago,"1800 S Jackson St suite b, Seattle, WA 98144, United States",+1 425-331-9991
gyms,Gym,Ampersand Fitness,ampersandfitnessgym.com,209,4.6,2 weeks ago,"504 9th Ave, Seattle, WA 98104, United States",+1 206-462-4308
gyms,Gym,Urban Playground,seattleurbanplayground.com,62,4.6,a month ago,"4351 15th Ave S, Seattle, WA 98108, United States",+1 360-328-1038
gyms,Gym,Emerald City Athletics - Columbia City,emeraldcitygyms.com,733,4.7,13 hours ago,"3785 S Alaska St, Seattle, WA 98118, United States",+1 206-686-3663
gyms,Gym,24 Hour Fitness,24hourfitness.com,739,3.3,20 hours ago,"1827 Yale Ave, Seattle, WA 98101, United States",+1 206-624-0651
gyms,Gym,Rain City Fit,raincityfit.com,325,4.7,a week ago,"1516 11th Ave, Seattle, WA 98122, United States",+1 206-258-4935
gyms,Rock climbing gym,Bouldering Project - Poplar,boulderingproject.com,695,4.5,4 days ago,"900 Poplar Pl S, Seattle, WA 98144, United States",+1 206-299-2300
gyms,Fitness center,Left Side CrossFit,leftsidecrossfit.com,33,5.0,2 weeks ago,"438 23rd Ave S, Seattle, WA 98144, United States",+1 774-242-2779
gyms,Gym,LA Fitness,lafitness.com,632,3.4,11 hours ago,"350 Baker Blvd, Tukwila, WA 98188, United States",+1 206-331-4071
gyms,Gym,Freedom Fitness Gym,freedomfitnessgym.com,53,4.8,2 months ago,"15830 1st Ave S b107, Burien, WA 98148, United States",+1 206-244-8200
gyms,Gym,206 Fitness,206fitnessclub.com,6,3.7,2 weeks ago,"14635 9th Ave SW, Burien, WA 98166, United States",+1 206-385-1015
gyms,Fitness center,West Seattle Health Club,westseattlehc.com,403,4.3,20 hours ago,"2629 SW Andover St, Seattle, WA 98126, United States",+1 206-556-3280
gyms,Gym,Anytime Fitness,anytimefitness.com,25,5.0,9 hours ago,"809 NE Northgate Way, Seattle, WA 98125, United States",+1 206-814-6614
gyms,Gym,FITNESS 19,fitness19wa.com,142,4.5,a week ago,"2600 SW Barton St suite b 7, Seattle, WA 98126, United States",+1 206-644-8347
gyms,Gym,Transform 180 Fitness - SLU Gym,transform180training.com,309,4.9,4 days ago,"300 Fairview Ave N, Seattle, WA 98109, United States",+1 206-755-5004
gyms,Gym,Create Fitness,createfitnessgym.com,86,5.0,5 days ago,"835 Central Ave N Suite 110, Kent, WA 98032, United States",+1 253-499-7870
gyms,Fitness center,Fremont Health Club,fremonthc.com,93,4.7,a month ago,"920 N 34th St #200, Seattle, WA 98103, United States",+1 206-632-2200
gyms,Gym,Matt Griffin YMCA,seattleymca.org,417,4.1,2 days ago,"3595 S 188th St, SeaTac, WA 98188, United States",+1 206-244-5880
gyms,Gym,LA Fitness,lafitness.com,632,3.4,11 hours ago,"350 Baker Blvd, Tukwila, WA 98188, United States",+1 206-331-4071
gyms,Gym,Anytime Fitness,anytimefitness.com,150,4.1,3 days ago,"64 Rainier Ave S Suite D, Renton, WA 98057, United States",+1 253-487-2044
gyms,Gym,Fortified Fitness,fortifiedfitness.net,49,4.8,15 hours ago,"921 S 2nd St, Renton, WA 98057, United States",+1 425-518-4547
gyms,Personal trainer,Vigor Ground Fitness and Performance,vigorgroundfitness.com,148,5.0,a month ago,"332 Burnett Ave S, Renton, WA 98057, United States",+1 425-276-5721
gyms,Gym,King County Strength & Fitness,kingcountystrength.com,44,4.9,6 months ago,"283 SW 41st St, Renton, WA 98057, United States",+1 206-210-2140
gyms,Gym,Rainier Health & Fitness,rainierhealth.com,93,4.7,a month ago,"7722 Rainier Ave S, Seattle, WA 98118, United States",+1 206-725-0279
gyms,Gym,The Public House Barbell Club,publichousebarbell.com,17,5.0,2 weeks ago,"150 S Tobin St # A, Renton, WA 98057, United States",+1 425-246-7397
gyms,Gym,Pink Llama Fitness,pinkllamafit.com,11,5.0,a month ago,"216 S Tobin St, Renton, WA 98057, United States",+1 425-541-1659
gyms,Community center,Tukwila Community Center,tukwilawa.gov,674,4.5,a week ago,"12424 42nd Ave S, Tukwila, WA 98168, United States",+1 206-768-2822
gyms,Physical fitness program,The Fitness Center - Valley Medical Center,valleymed.org,27,4.6,a year ago,"talbot professional center, 4011 Talbot Rd S 1st Floor, Renton, WA 98055, United States",+1 425-690-3520
gyms,Gym,Crunch Fitness - Tacoma,crunch.com,133,4.9,12 hours ago,"5401 6th Ave, Tacoma, WA 98406, United States",+1 253-534-8196
gyms,Gym,Macho's Gym,No website,72,5.0,a month ago,"3634 E McKinley Ave, Tacoma, WA 98404, United States",+1 253-282-9446
